Løpende nr,Lagring boksnr-plassnr,Lagring plassnr,PrøveID-(eksternt)-eller-PJS-nummer-(VI-internt),Andre nummer,Bakterie art/stamme,Art (vert),Prosjekt,Prioritert? (Ja/Nei),BESTILLER (epost for svar),"Skal DNA ekstraheres 
(Ja/Nei)",DNA ekstraksjon startdato,"Nanodrop, ng/µL",A260/A280,A260/A230 (2.0-2.2),"Qubit,  ng/µL","DNA ekstraksjon/måling,
link","Library Prep, startdato link (LPååååmmddINITIALER)","MS/NS run # 
link",Dato sekvensert 1.gang,Kommentarer,Faktura,Dato sekvensert 2.gang,Kommentarer 2,DNA ekstrakt kastet (dato) eller sendt,Unnamed: 25,Qubit (gammel)
984,13-A2,,2016-01-4313,,E.coli.ESBL.AmpC,,12010-AMR-SKJELL,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,18,2.0,1.7,19.5,,LP20201007RFF,#29,10/9/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
985,13-A3,,2016-01-4315,,E.coli.ESBL.AmpC,,12010-AMR-SKJELL,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,24.1,1.9,1.8,27.7,,LP20201007RFF,#29,10/9/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
986,13-A4,,2016-01-4634,,E.coli.ESBL.AmpC,,12010-AMR-SKJELL,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,25.1,1.9,2.1,27.3,,LP20201007RFF,#29,10/9/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
987,13-A5,,2016-01-4654,,QREC,,12010-AMR-SKJELL,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,30.6,2.0,1.9,32,,LP20201007RFF,#29,10/9/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
988,13-A6,,2016-01-4662,,QREC,,12010-AMR-SKJELL,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,26.8,1.9,1.8,28.7,,LP20201007RFF,#29,10/9/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
989,13-A7,,2016-01-4662,,E.coli.ESBL.AmpC,,12010-AMR-SKJELL,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,28,2.0,1.9,30.2,,LP20201007RFF,#29,10/9/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
990,13-A8,,2016-01-5535,,E.coli.ESBL.AmpC,,12010-AMR-SKJELL,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,30.4,1.9,1.7,31.3,,LP20201007RFF,#29,10/9/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
991,13-A9,,2020-01-3718,,E.coli.ESBL.AmpC,,23011-Animalia-HP ,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,26.7,1.9,1.9,26.2,,LP20201007RFF,#29,10/9/2020,bør internfaktureres - skal ikke sende ut faktura på disse enda,4/2021/CAB,,,15.03.2022 WHS,,
992,13-B1,,2020-01-3576,,ESBL.AmpC,,23011-Animalia-HP ,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,26.1,1.9,1.8,26.8,,LP20201007RFF,#29,10/9/2020,bør internfaktureres - skal ikke sende ut faktura på disse enda,4/2021/CAB,,,15.03.2022 WHS,,
993,13-B2,,2020-01-3769-1,,E.coli.ESBL.AmpC,,Analysesenteret,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,16.5,1.9,1.6,14.4,,LP20201007RFF,#29,10/9/2020,,11/2020/JSS,,,15.03.2022 WHS,,
994,13-B3,,2020-01-3769-2,,E.coli.ESBL.AmpC,,Analysesenteret,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,22.9,1.9,1.8,24.6,,LP20201007RFF,#29,10/9/2020,,11/2020/JSS,,,15.03.2022 WHS,,
995,13-B4,,2020-01-3792-1,,E.coli.ESBL.AmpC,,Analysesenteret,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/6/2020,29.6,1.9,2,27.8,,LP20201007RFF,#29,10/9/2020,,11/2020/JSS,,,15.03.2022 WHS,,
996,13-B5,,2020-01-3768-1-HIB,,Salmonella,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,56.9,1.9,1.9,47.6,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
997,13-B6,,2020-01-3768-1-S-fra-blodskaal-,,Salmonella,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,21.7,2.1,1.7,18.7,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
998,13-B7,,2020-01-3768-2-HIB,,Salmonella,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,52.3,1.9,1.4,54,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
999,13-B8,,2020-01-3768-2-S-fra-blodskaal-,,Salmonella,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,20.9,2.1,1.7,18.8,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1000,13-B9,,2020-01-3768-3-HIB,,E.coli,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,35,1.9,1.9,36.6,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1001,13-C1,,2020-01-3768-3-S-fra-blodskaal-,,E.coli,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,14.3,2.1,1.8,15.3,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1002,13-C2,,2020-01-3768-4-HIB,,E.coli,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,37.8,1.9,1.6,52.4,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1003,13-C3,,2020-01-3768-4-S-fra-blodskaal-,,E.coli,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,9.2,2.3,1.6,8.4,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1004,13-C4,,2020-01-3768-5-HIB,,Campylobacter,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,19.4,2.0,2.4,12.8,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1005,13-C5,,2020-01-3768-5-S-fra-blodskaal-,,Campylobacter,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,20.9,1.9,2.2,12.7,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1006,13-C6,,2020-01-3768-6-HIB,,Campylobacter,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,18.9,2.0,2.4,15.1,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1007,13-C7,,2020-01-3768-6-S-fra-blodskaal-,,Campylobacter,,DTU-Ringtest,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/9/2020,29,1.9,1.7,19.1,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1008,13-C8,,2020-01-1661-1-1-1-2,,Klebsiella.pneumoniae,,NORM-VET-patogener,,jannice.schau-slettemeas@vetinst.no,nei,10/8/2020,9.5,1.9,1.2,9.3,,LP20201013RFF,#30,10/14/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
1009,13-C9,,2020-06-9772-3-1-2-1,,ESBL.AmpC,,NORM-VET,,jannice.schau-slettemeas@vetinst.no,nei,10/8/2020,20.5,1.9,1.5,19.5,,LP20201013RFF,#30,10/14/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
1010,13-D1,,2020-22-516-1-1-1-1,,E.coli.ESBL.AmpC,,NORM-VET,,jannice.schau-slettemeas@vetinst.no,nei,10/8/2020,21.2,1.8,1.4,27.8,,LP20201013RFF,#30,10/14/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
1011,13-D2,,2020-06-9130-3-1-2-1,,E.coli.ESBL.AmpC,,NORM-VET,,jannice.schau-slettemeas@vetinst.no,nei,10/8/2020,17.2,1.9,1,18.3,,LP20201013RFF,#30,10/14/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
1012,13-D3,,2020-01-3383-1,,Salmonella.Umbilo,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/8/2020,41,1.7,1.4,46.4,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1013,13-D4,,2010-01-5356-1,,Salmonella.Umbilo,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/8/2020,23.6,1.8,1.5,20,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1014,13-D5,,2013-01-3255-1,,Salmonella.Umbilo,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/8/2020,32.7,1.8,2.2,18.8,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1015,13-D6,,2017-01-352-1,,Salmonella.Umbilo,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/8/2020,19.3,2.0,1.5,24,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1016,13-D7,,2017-01-686-1,,Salmonella.Umbilo,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/8/2020,25.1,1.9,1.7,27.4,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1017,13-D8,,2020-40-6445-39,,Salmonella.Umbilo,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/8/2020,16.6,2.0,2.3,20,,LP20201013RFF,#30,10/14/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1018,13-D9,,2020-01-3961,,Salmonella.Typhimurium,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,21.2,1.9,1.7,23.3,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1019,13-E1,,2020-01-107,,Salmonella.Oranienburg,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,32,1.8,1.6,32.3,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1020,13-E2,,2020-01-2961,,Salmonella.Oranienburg,,SEQ-TECH-Salmonella,,jannice.schau-slettemeas@vetinst.no; camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,20,1.8,1.6,23.6,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1021,13-E3,,2020-04-31592,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,23,1.9,2,23,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1022,13-E4,,2020-01-3866,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,29.6,1.8,1.6,26.2,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1023,13-E5,,2020-01-3862,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,32.7,1.8,2,31.2,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1024,13-E6,,2020-01-3880,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,28.6,1.8,1.7,28.8,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1025,13-E7,,2020-01-3916,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,20.3,1.8,1.9,18.7,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1026,13-E8,,2020-01-3915,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,9/12/2020,31.9,1.9,1.8,32.3,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1027,13-E9,,2020-06-10225-3-1-2-1,,E.coli.ESBL.AmpC,,NORM-VET,,jannice.schau-slettemeas@vetinst.no,nei,9/12/2020,14.5,1.8,1,14.4,,LP20201020CAB_RFF,#31,10/21/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
1028,13-F1,,2020-01-3891,,E.coli.ESBL.AmpC,,23011-Animalia-HP ,,jannice.schau-slettemeas@vetinst.no,,9/12/2020,18.9,1.9,1.5,20.1,,LP20201013RFF,#30,10/21/2020,bør internfaktureres - skal ikke sende ut faktura på disse enda,4/2021/CAB,,,15.03.2022 WHS,,
1029,13-F2,,2020-06-10356-3-1-2-1,,E.coli.ESBL.AmpC,,NORM-VET,,jannice.schau-slettemeas@vetinst.no,,9/12/2020,26.6,1.8,1.4,27.5,,LP20201020CAB_RFF,#31,10/21/2020,,Nov-20/CAB,,,15.03.2022 WHS,,
1030,13-F3,,2020-01-3010,,E.coli.ESBL.AmpC,,23011-Animalia-HP ,,jannice.schau-slettemeas@vetinst.no,nei,10/19/2020,22.7,1.9,1.3,16.7,,LP20201020CAB_RFF,#31,10/21/2020,bør internfaktureres - skal ikke sende ut faktura på disse enda,4/2021/CAB,,,15.03.2022 WHS,,
1031,13-F4,,2020-01-3395,,E.coli.ESBL.AmpC,,23011-Animalia-HP ,,jannice.schau-slettemeas@vetinst.no,nei,10/19/2020,20.4,1.9,1.3,17.6,,LP20201020CAB_RFF,#31,10/21/2020,bør internfaktureres - skal ikke sende ut faktura på disse enda,4/2021/CAB,,,15.03.2022 WHS,,
1032,13-F5,,2020-01-36,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,24,1.8,1.5,14.8,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1033,13-F6,,2020-01-3665,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,19.8,1.8,1.5,11.3,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1034,13-F7,,2020-01-3682,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,21.8,1.8,1.5,12.4,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1035,13-F8,,2020-01-3690,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,16.9,1.8,1.2,12.4,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1036,13-F9,,2020-01-3699,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,23,1.8,1.5,18,,LP20201020CAB_RFF,#31,10/21/2020,,SEQ-TECH,,,15.03.2022 WHS,,
1037,13-G1,,2020-01-3748-1,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,18.9,1.8,1.5,14.2,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1038,13-G2,,2020-01-3778,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,26.5,1.9,1.7,17.9,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1039,13-G3,,2020-01-3970-52,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,22.4,1.9,1.9,14.7,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1040,13-G4,,2020-01-4026,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,20.9,2.0,1.6,13.7,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1041,13-G5,,2020-01-4027,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,23.7,2.0,1.4,19.2,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1042,13-G6,,2020-01-4067,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,17.3,2.0,1.4,14.8,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1043,13-G7,,2020-04-33512,,P.alcalifaciens,,SEQ-TECH-Providencia-utbrudd,, camilla.sekse@vetinst.no; karin.lagesen@vetinst.no,nei,10/19/2020,14.1,2.1,1.5,11,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1044,13-G8,,2020-22-469-1,,STEC,,Discover,,camilla.sekse@vetinst.no,Ja,DNAe20201027RFF,24.2,1.7,0.8,14.5,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1045,13-G9,,2020-01-4103,,E.coli,,Analysesenteret,Ja,jannice.schau-slettemeas@vetinst.no,nei,10/19/2020,15.3,2.1,1.4,13.9,,LP20201020CAB_RFF,#31,10/21/2020,,11/2020/JSS,,"Jannice 17/2/2021: denne er fakturert for lite, lagt inn feil pris i PJS",15.03.2022 WHS,,
1046,13-H1,,11151-1,,Tenacibaculum,,32069-FHF-prosjekt,,"Mottatt_DNA_22_oktober_2020,Bjørn_Spilsberg_svar",nei,,12.3,2.0,1.4,8.1,,LP20201028RFF,#32 #33,10/29/2020,,11/20/CAB,10/30/2020,,15.03.2022 WHS,,
1047,13-H2,,11836-1,,Tenacibaculum,,32069-FHF-prosjekt,,"Mottatt_DNA_22_oktober_2020,Bjørn_Spilsberg_svar",nei,,10.5,1.9,0.9,5.4,,LP20201028RFF,#32 #33,10/29/2020,,11/20/CAB,10/30/2020,,15.03.2022 WHS,,
1048,13-H3,,11837-1,,Tenacibaculum,,32069-FHF-prosjekt,,"Mottatt_DNA_22_oktober_2020,Bjørn_Spilsberg_svar",nei,,6.1,2.0,0.9,4.3,,LP20201028RFF,#32 #33,10/29/2020,,11/20/CAB,10/30/2020,,15.03.2022 WHS,,
1049,13-H4,,11860-1,,Tenacibaculum,,32069-FHF-prosjekt,,"Mottatt_DNA_22_oktober_2020,Bjørn_Spilsberg_svar",nei,,15,1.9,1.5,10.8,,LP20201028RFF,#32 #33,10/29/2020,,11/20/CAB,10/30/2020,,15.03.2022 WHS,,
1050,13-H5,,VI-50921,FHI 1107-3116-1,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,25.3,1.9,1.9,20,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1051,13-H6,,VI-50922,2007-23-125,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,nei,,35.9,1.9,2,27.8,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1052,13-H7,,VI-50925,2008-22-34-4,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,nei,,58.1,1.9,2.1,52.4,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1053,13-H8,,VI-50926,2008-22-146,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,52.6,1.9,2.2,39.9,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1054,13-H9,,VI-50965,2008-22-188-1,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,34.9,1.9,1.9,29,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1055,13-I1,,VI-50979,2008-22-416-1,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,43.6,1.9,2,32.9,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1056,13-I2,,VI-51028,2009-22-39-2,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,56.7,1.9,2.2,48.4,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1057,13-I3,,VI-51388,2010-22-213-1,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,59,1.9,2,48.8,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1058,13-I4,,VI-55766,2009-0113-131,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,47.7,1.9,2.2,39.2,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1059,13-I5,,VI-57772,ANSES 12MOB089LM,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,76.4,1.9,2.2,67.6,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1060,13-I6,,VI-58171,2014-22-326,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,47.8,1.9,2,36.9,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1061,13-I7,,VI-59792,B0802693-8,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,53.8,1.9,2.1,44.8,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1062,13-I8,,VI-59793,B0802517-3,Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,29.4,1.9,1.9,22.7,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1063,13-I9,,VI-62071,2020-22-285 (1),Listeria monocytogenes,,3302209-EJP-Orion,Nei,tone.mathisen-fagereng@vetinst.no,Nei,,48.8,1.9,2.1,40.8,,LP20201028RFF,#32 #33,10/29/2020,,12/20/CAB,10/30/2020,,15.03.2022 WHS,,
1064,14-A1,,VI-62106,"Lab 7, Sample 26",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,65.4,1.9,2.2,58,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1065,14-A2,,VI-62107,"Lab 7, Sample 42",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,58.8,1.9,2.1,46.8,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1066,14-A3,,VI-62108,"Lab 7, Sample 64",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,35.5,1.9,1.9,26.5,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1067,14-A4,,VI-62109,"Lab 7, Sample 102",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,53.2,1.9,2.2,46,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1068,14-A5,,VI-62110,"Lab 7, Sample 147",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,30.5,1.9,1.9,23.8,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1069,14-A6,,VI-62111,"Lab 7, Sample 156",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,58.5,1.9,2.2,47.6,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1070,14-A7,,VI-62112,"Lab 7, Sample 160",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,37.6,1.9,1.9,30.2,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1071,14-A8,,VI-62113,"Lab 7, Sample 178",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,52.4,1.9,2.1,42.4,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1072,14-A9,,VI-62114,"Lab 7, Sample 180",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,42.2,1.9,2.1,34.8,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
1073,14-B1,,VI-62115,"Lab 7, Sample 220",Listeria monocytogenes,,12150-114-D-EURL-ringtest,Ja,tone.mathisen-fagereng@vetinst.no,Nei,,57.6,1.9,2.1,48.4,,LP20201028RFF,#32 #33,10/29/2020,,SEQ-TECH,10/30/2020,,15.03.2022 WHS,,
